event_ts,sample_index,time_ms,v1,v2,v3
2026-04-30T09:10:26.328Z,1169,730.625,89603.480052948,19987.655155181885,-114740.24610900879
2026-04-30T09:10:26.328Z,1170,731.25,75015.1450920105,41422.49942398071,-122322.38613510132
2026-04-30T09:10:26.328Z,1171,731.875,50910.200996398926,65707.72192001343,-122208.3689918518
2026-04-30T09:10:26.328Z,1172,732.5,30110.426540374756,81384.8021697998,-117077.59754562378
2026-04-30T09:10:26.328Z,1173,733.125,8056.9670486450195,97745.97319412231,-111946.82609939575
2026-04-30T09:10:26.328Z,1174,733.75,-14509.363594055176,108919.45584487915,-99005.88034057617
2026-04-30T09:10:26.328Z,1175,734.375,-36904.737186431885,116900.51488113403,-85551.85743713379
2026-04-30T09:10:26.328Z,1176,735.0,-59642.02487945557,120491.99144744873,-65199.79736709595
2026-04-30T09:10:26.328Z,1177,735.625,-79359.07135009766,114620.21229934692,-40686.11156845093
2026-04-30T09:10:26.328Z,1178,736.25,-94004.39199447632,110629.68278121948,-21246.18864440918
2026-04-30T09:10:26.328Z,1179,736.875,-107851.91307067871,100596.3514213562,2868.437152862549
2026-04-30T09:10:26.328Z,1180,737.5,-116684.69400405884,86572.49054336548,24645.711513519287
2026-04-30T09:10:26.328Z,1181,738.125,-122155.3196144104,70097.30438995361,47620.1658782959
2026-04-30T09:10:26.328Z,1182,738.75,-120217.80637741089,44158.862522125244,69625.47452545166
2026-04-30T09:10:26.328Z,1183,739.375,-114576.22371673584,25289.358657836914,84675.7374343872
2026-04-30T09:10:26.328Z,1184,740.0,-107339.04191970825,1574.2118072509766,101265.23177719116
2026-04-30T09:10:26.328Z,1185,740.625,-93263.57810974121,-21399.83670425415,109816.51752090454
2026-04-30T09:10:26.328Z,1186,741.25,-78903.18588256836,-43518.77174758911,118937.88898086548
2026-04-30T09:10:26.328Z,1187,741.875,-54228.384952545166,-67632.9715499878,117227.6318321228
2026-04-30T09:10:26.328Z,1188,742.5,-34397.36711502075,-83481.0744934082,113294.04039001465
2026-04-30T09:10:26.328Z,1189,743.125,-12001.993522644043,-99158.15474319458,106966.08893966675
2026-04-30T09:10:26.328Z,1190,743.75,10450.365753173828,-110673.68278121948,94766.254611969
2026-04-30T09:10:26.328Z,1191,744.375,33073.682079315186,-118825.7645111084,81198.2145652771
2026-04-30T09:10:26.328Z,1192,745.0,55640.01272201538,-122360.23351287842,60846.15449523926
2026-04-30T09:10:26.328Z,1193,745.625,75357.05919265747,-116659.47705841064,36446.48583984375
2026-04-30T09:10:26.328Z,1194,746.25,90173.33688735962,-112383.90971755981,17177.58863067627
2026-04-30T09:10:26.328Z,1195,746.875,103906.88659667969,-102521.60105133057,-6937.037166595459
2026-04-30T09:10:26.328Z,1196,747.5,113024.59594726562,-88098.6872215271,-28828.32867050171
