eqNumber;garduInduk;merk;serialId;techidentno;id;bay;phasa;tipe;jenisAsset;status
-;GIS 150KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/31226;13351855555500000003;59b3868f-bb3d-4baa-806b-d30b9fd556ce;PHT 150KV JATIWARINGIN#1;T;702731;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;TRENCH;1700620;13351855555500000005;a6856330-aa49-458b-9f1d-3158fedef0a8;PHT 150KV JATIWARINGIN#1;S;IOSK 170;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;TRENCH;1700621;13351855555500000006;9ca3422a-fed5-4000-840c-aa6face7201f;PHT 150KV JATIWARINGIN#1;T;IOSK 170;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;TRENCH;1700619;13351855555500000004;1c7e0038-3f71-4ac6-b227-6b4b5d40cb2e;PHT 150KV JATIWARINGIN#1;R;IOSK 170;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;BM1707008580;CT351855555500000001;4b19c843-c7d5-4859-8449-35e80db67ec0;PHT 150KV JATIWARINGIN#1;RST;7UT86;Circulating Current Protection Relay;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;K 31 270 481 R;14351855555500000005;e459f65f-808c-4b59-b733-b17512eec67a;PHT 150KV JATIWARINGIN#1;RST;8DN9;Circuit Breaker;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/31224;13351855555500000008;e6c064d5-6417-47d2-8a00-b080790a0521;PHT 150KV JATIWARINGIN#2;S;702731;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/31223;13351855555500000007;d5460221-9d3e-48df-aeec-faf7c646226c;PHT 150KV JATIWARINGIN#2;R;702731;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/31225;13351855555500000009;5d892684-858c-4365-859f-701e040b92b0;PHT 150KV JATIWARINGIN#2;T;702731;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;BM1609001179;TO351855555500000006;6720ebc4-ddf7-43b7-824d-7c19f0805ef5;PHT 150KV JATIWARINGIN#2;RST;7VK87;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;K 31 270 480 R;14351855555500000006;606ae970-03d4-42b0-9c7a-1283140781c4;PHT 150KV JATIWARINGIN#2;RST;8DN9;Circuit Breaker;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;BM1608008118;54351855555500000005;18991fe0-9e3d-44e0-b518-b7118387a2c6;PHT 150KV JATIWARINGIN#2;RST;7SJ82;Over Current Relay;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;TRENCH;1700611;13351855555500000011;064add7e-ef5d-4ea0-bbd2-0030c67a76c8;PHT 150KV JATIWARINGIN#2;S;IOSK 170;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;TRENCH;1700612;13351855555500000012;84aba99b-a557-43ec-8652-102c9b8c49ea;PHT 150KV JATIWARINGIN#2;T;IOSK 170;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;TRENCH;1700610;13351855555500000010;8f48b8ca-e209-4d11-ba09-684b5d600d7d;PHT 150KV JATIWARINGIN#2;R;IOSK 170;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;BM1702004759;TR351855555500000002;e5afe409-e4a7-4d52-afe0-ec305116b06c;PHT 150KV JATIWARINGIN#2;RST;7SL87;Line Current Differential (87L) + Distance (21) + Autorecloser (79);PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;BM1707008613;CT351855555500000002;97d3dba9-546b-4255-9858-00fc4bbebfce;PHT 150KV JATIWARINGIN#2;RST;7UT86;Circulating Current Protection Relay;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;K 31 270 475 R;14351855555500000009;1134ef51-e6c8-445c-80d3-01d1b7ac5dfa;KOPEL BUS#1 150KV;RST;8DN9;Circuit Breaker;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;BM1609000353;54351855555500000006;3d251b73-994b-4f0a-a061-106eab11df91;KOPEL BUS#1 150KV;RST;7SJ82;Over Current Relay;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;BM1609001215;TO351855555500000007;765ad294-7087-44a4-97e6-49b05c270594;KOPEL BUS#1 150KV;RST;7VK87;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;BM1704001322;TJ351855555500000001;2e39c418-9287-4017-b50d-8cf6133470a4;KOPEL BUS#1 150KV;RST;7SS85;Busbar Differential (87B);PLN_OPERASI
-;GIS 150KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/31272;13351855555500000029;992cf748-8f2a-4376-ab58-266fd5df28b9;KOPEL BUS#1 150KV;S;702731;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/31271;13351855555500000028;21ab13ab-c6cc-4b59-af09-b97e0e37b939;KOPEL BUS#1 150KV;R;702731;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/31273;13351855555500000030;5772836c-8775-4c02-9019-b0cd12f527ad;KOPEL BUS#1 150KV;T;702731;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;BM1611006417;TJ351855555500000002;8e7eba84-e012-44c3-b315-2340088bab97;KOPEL BUS#1 150KV;RST;6MD85;Busbar Differential (87B);PLN_OPERASI
-;GIS 150KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/31261;13351855555500000025;dd454700-ee8d-41e9-919b-54a1ff4a2541;KOPEL BUS#1 150KV;R;702731;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/31259;13351855555500000026;2507c7f8-369f-4411-b413-c91d5c08cd14;KOPEL BUS#1 150KV;S;702731;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/31260;13351855555500000027;3719974e-2479-470d-84fd-15a279cf8c1d;KOPEL BUS#1 150KV;T;702731;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;GRIDTECH;LT9Y45018;25351855555500000003;c7c5b5d2-8241-454e-8e9e-32e195b4075c;GEDUNG;RST;RTB COMPACT;Substation Rectifier;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SAFT;31-02804-01;24351855555500000002;095ec8c5-087b-46ba-a018-ba29153763d3;GEDUNG;RST;SBM 300-2;Substation Battery;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;BORRI;LP7S44002;25351855555500000002;8aa1da38-8077-4d95-b9be-c32c30899c3e;GEDUNG;RST;JCB162435;Substation Rectifier;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SAFT;31-02804-01;24351855555500000001;773b4904-d5f8-47a2-a49e-06054f1edbbc;GEDUNG;RST;SBM 300-2;Substation Battery;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;ESITAS;2017/11996;13351855555500000073;305380e1-7761-45f8-aeff-3e6f04876383;TRF#1 150/22KV;N;KATH;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;CG PAUWELS;3011160160;11351455555500000001;4b0fe43e-7d7d-4808-b1a7-89e319edc33a;TRF#1 150/22KV;RST;ORF.60/275;Power Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;MR;1797558;94351855555500000001;d44c1a19-287c-456a-8488-e540f5202cf3;TRF#1 150/22KV;RST;TAPCON;Automatic Voltage Regulator Relay;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/31210;13351855555500000057;575756ae-8cf3-474d-9667-11c3488fcd7b;TRF#1 150/22KV;T;702731;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/31208;13351855555500000056;67cacdb1-baf9-48d9-85f3-a1a3e6f5c1cf;TRF#1 150/22KV;S;702731;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/31209;13351855555500000055;f99f9db2-6dde-4685-b052-949add5c19e4;TRF#1 150/22KV;R;702731;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;BM1609001206;TO351855555500000011;fe5ce551-52e1-415f-92e8-b053063e44b4;TRF#1 150/22KV;RST;7VK87;CB Failure (50 BF)+Short Zone Protection (51 SZP);PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;K 31 270 485 R;14351855555500000001;ce5a3b2b-6e0f-4a1b-bb9b-930a7f95d2b5;TRF#1 150/22KV;RST;8DN9;Circuit Breaker;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;BM1609000515;54351855555500000010;3eac3c7e-7e38-4f62-aaeb-be731028982d;TRF#1 150/22KV;RST;7SJ82;Over Current Relay;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;HILKAR;56270417;13351855555500000072;8dfc478c-d264-4284-a920-16be0e090306;TRF#1 150/22KV;N;NO DATA;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;ESITAS;2017/18251;13351855555500000074;33ecf43e-412c-4b72-87db-4f27999fb074;TRF#1 150/22KV;N;ATB 20-B;Current Transformer;PLN_OPERASI
-;GIS 150KV NEW TAMBUN;SIEMENS;BF1609502469;TM351855555500000003;49f5498e-179c-4811-9510-046490785e0f;TRF#1 150/22KV;RST;7UT63;Transformer Differential + REF (87T+64REF);PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37034;13351817017000000047;84db6eeb-6c99-4c2a-b844-a35d080b05b6;PHT 500KV CIBINONG#2;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37036;13351817017000000046;762ba723-8adc-4deb-8e5a-70d671cbe842;PHT 500KV CIBINONG#2;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37035;13351817017000000048;24906884-08d0-4391-af6f-32c60a3cd27c;PHT 500KV CIBINONG#2;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37010;13351817017000000033;50778085-9064-43c7-8795-b780f14d666c;7AB4 DIAMETER#4 500KV;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37011;13351817017000000032;4308e90e-4eff-4c6e-862f-1cb0ac0b2847;7AB4 DIAMETER#4 500KV;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37012;13351817017000000031;e8dca7f3-b709-43d9-b7b2-33fb4457000c;7AB4 DIAMETER#4 500KV;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37048;13351817017000000030;39fd023e-54b0-4c4f-a66f-eb669c8850b0;7A4 DIAMETER#4 500KV;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37047;13351817017000000029;8c3d7f9a-cf4d-4c21-aade-20e0530eabdc;7A4 DIAMETER#4 500KV;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37046;13351817017000000028;09006ac0-b3f2-470e-960f-1b3fe7e89e58;7A4 DIAMETER#4 500KV;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37033;13351817017000000044;275daf2b-e523-4d0e-b154-865d35f40b76;PHT 500KV CIBINONG#1;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37031;13351817017000000043;014e7cc3-fa3d-4cea-8d80-406175446ec8;PHT 500KV CIBINONG#1;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37032;13351817017000000045;2a1addc4-0d81-494c-915b-8640f9a0112b;PHT 500KV CIBINONG#1;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37057;13351817017000000025;c76bc59a-fc75-4d30-97a7-1ff8d254fbce;7B3 DIAMETER#3 500KV;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37055;13351817017000000027;d6b7a0c6-4b2b-43e4-8a39-965fa3384fac;7B3 DIAMETER#3 500KV;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37056;13351817017000000026;873a91fa-183d-4ff0-ae8e-3e5f009ad4e7;7B3 DIAMETER#3 500KV;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37007;13351817017000000022;9660075b-3277-4fea-abc6-5dc7123960ed;7AB3 DIAMETER#3 500KV;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37009;13351817017000000023;fdadea9f-a749-441b-bfd0-b1798d1d8141;7AB3 DIAMETER#3 500KV;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37008;13351817017000000024;5eb57f67-b0e4-403a-88d5-d6e89aee6973;7AB3 DIAMETER#3 500KV;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37044;13351817017000000020;f0dc8294-4fc0-40b0-86ca-44d03a253787;7A3 DIAMETER#3 500KV;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37045;13351817017000000019;73158b35-e901-4dd6-a942-574a8be9b9c7;7A3 DIAMETER#3 500KV;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37043;13351817017000000021;2d0be004-5894-416a-a2ed-f860889024d9;7A3 DIAMETER#3 500KV;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37030;13351817017000000041;a147e940-2d15-4908-a3ab-c6c6d727507c;PHT 500KV MUARATAWAR;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37028;13351817017000000042;0de5b294-ec4f-4ab6-8697-4e364bdf36e7;PHT 500KV MUARATAWAR;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37029;13351817017000000040;f911a899-475d-4dd2-ae61-3dda53430fac;PHT 500KV MUARATAWAR;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37006;13351817017000000010;3c7b1734-d598-4568-95e6-83dc3a287a1a;7A2 DIAMETER#2 500KV;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37005;13351817017000000011;b4285c5f-baf5-49d1-92c0-6104ab58a64b;7A2 DIAMETER#2 500KV;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37004;13351817017000000012;ffd657a9-eee2-472b-82ba-f433fd63bb29;7A2 DIAMETER#2 500KV;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37041;13351817017000000014;73023963-5a73-4e2d-838e-7e9e1d78e963;7AB2 DIAMETER#2 500KV;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37042;13351817017000000015;c68f3919-0499-43ed-a417-a5414e72e181;7AB2 DIAMETER#2 500KV;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37040;13351817017000000013;ce8af545-6935-45cc-8963-037f3d00b2ae;7AB2 DIAMETER#2 500KV;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37053;13351817017000000018;969eddf3-b1e0-4d93-b4c4-01ee3a625e59;7B2 DIAMETER#2 500KV;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37054;13351817017000000016;b1cbff4d-fd21-43b9-bb39-8986dd57a0f1;7B2 DIAMETER#2 500KV;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37052;13351817017000000017;5153386a-7179-4907-a5ba-26ab828e18b9;7B2 DIAMETER#2 500KV;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37016;13351817017000000053;d7f5480e-0d05-45f1-8018-06fc8ba2744e;IBT#2 500/150KV (HV);S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37017;13351817017000000054;8f68bff7-d05e-4673-8ca6-01b13bca1075;IBT#2 500/150KV (HV);T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37023;13351817017000000052;13424eca-d8e2-4508-9686-4878bdfdc51a;IBT#2 500/150KV (HV);R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;BM1707007481;TH351817017000000002;a0d1c4f9-9475-4def-9892-e1f383c7e166;IBT#2 500/150KV (HV);RST;7SJ82;Neutral Voltage Displacement (59N);PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37013;13351817017000000051;751cb7cf-30c3-4104-a987-00e87d808765;IBT#1 500/150KV (HV);T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37015;13351817017000000050;cdf0eef0-579f-4bef-b683-a00dc061dafe;IBT#1 500/150KV (HV);S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37014;13351817017000000049;9997666c-457b-4ebe-8dda-1e0af179abc5;IBT#1 500/150KV (HV);R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;BM1707008571;TH351817017000000001;b0a5bcaf-297f-4cd2-993f-d6ac6e938f51;IBT#1 500/150KV (HV);RST;7SJ82;Neutral Voltage Displacement (59N);PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37039;13351817017000000001;ff272d71-e3bf-402e-b809-2fca557372ed;7A1 DIAMETER#1 500KV;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37038;13351817017000000003;3b5f1ab7-d426-45cd-9091-71b2e95d660d;7A1 DIAMETER#1 500KV;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37037;13351817017000000002;004f7f12-5ebc-4bad-afd8-38c87e1535af;7A1 DIAMETER#1 500KV;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37002;13351817017000000005;4456497e-eddb-46bb-9fbd-64da230c4953;7AB1 DIAMETER#1 500KV;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37003;13351817017000000004;ac840229-4c90-4658-90ee-a8b93fab8fee;7AB1 DIAMETER#1 500KV;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37001;13351817017000000006;fb32b339-6fbd-4890-8b66-5e00c56501b9;7AB1 DIAMETER#1 500KV;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37051;13351817017000000007;061fc35e-1f72-4730-82f0-18a61f056aec;7B1 DIAMETER#1 500KV;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37050;13351817017000000008;b76d2701-0735-403e-a665-4b355f19d55a;7B1 DIAMETER#1 500KV;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37049;13351817017000000009;877451c8-264f-4f96-b3e3-9fbd1c922ab5;7B1 DIAMETER#1 500KV;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37027;13351817017000000038;a702e458-c9d0-49f0-890c-8a54c3f9512f;PHT 500KV BEKASI;S;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37026;13351817017000000037;d72c8186-ed59-4234-9a3e-7c0d7fb854e1;PHT 500KV BEKASI;R;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;NANJING ZHIDA ELECTRIC CO., Ltd;2017/37025;13351817017000000039;a42df132-7631-46ce-b418-340c35d8e4e7;PHT 500KV BEKASI;T;702723;Current Transformer;PLN_OPERASI
-;GISTET 500KV NEW TAMBUN;SIEMENS;K 31 270 723 R;14351817017000000031;51aaefbf-25d9-46c8-a0a9-f08eb746da98;7AB4 DIAMETER#4 500KV;RST;8DQ1;Circuit Breaker;PLN_OPERASI
-;GI 150KV RAJAPAKSI;RITZ;17/1213060347076;13351454854800000162;31d3cec3-4aa5-4033-b07a-ef9652396334;TRF#2 150/22KV (INC);T;GIS24-06;Current Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;RITZ;17/1213060347068;13351454854800000161;84283cc7-e930-4944-bd95-5a94509f2aa3;TRF#2 150/22KV (INC);S;GIS24-06;Current Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;RITZ;17/1213060347045;13351454854800000160;19686dc4-c0cc-4dc0-9cc2-ca56655aedf4;TRF#2 150/22KV (INC);R;GIS24-06;Current Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;SIEMENS;3AH5230581;14351854854800000013;7beab583-aa91-42ea-b173-257d38ee3db4;TRF#2 150/22KV (INC);RST;3AH5284-6;Circuit Breaker;PLN_OPERASI
-;GI 150KV RAJAPAKSI;TRAFINDO;15CI 14605;13351454854800000170;22d71674-51e9-481c-b056-9c707d7409bd;TRF#1 150/20KV (INC);R;TCF3/E;Current Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;TRAFINDO;15CI 14607;13351454854800000172;6a387dc8-fbcc-496f-8235-93c459e721db;TRF#1 150/20KV (INC);T;TCF3/E;Current Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;TRAFINDO;15CI 14606;13351454854800000171;ba7e6a88-a0d6-4988-b215-968a62ba5a11;TRF#1 150/20KV (INC);S;TCF3/E;Current Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;SCHNEIDER ELECTRIC;V3Z1514045;14351854854800000012;67faeb1c-6c8e-40ad-ae05-90ce194a7075;TRF#1 150/20KV (INC);RST;SIFDJT0156;Circuit Breaker;PLN_OPERASI
TRS000000000793123;GI 150KV RAJAPAKSI;GE;17 314 0340 02;14351454854800000114;d48c10fb-b112-4303-acf2-986ed87b267a;TRF#2 150/22KV;RST;GL 314;Circuit Breaker;PLN_OPERASI
-;GI 150KV RAJAPAKSI;ARTECHE;17014292/1;13351454854800000116;27e68a1b-489f-4f0c-ae22-3065f6f2cd37;TRF#2 150/22KV;R;CA 170;Current Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;ARTECHE;17014292/3;13351454854800000118;7913a887-b9f4-4e0f-9bc2-208fc4d38cea;TRF#2 150/22KV;T;CA 170;Current Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;ARTECHE;17014202/2;13351454854800000117;8d9c3021-3f35-4050-aabe-83068490df6d;TRF#2 150/22KV;S;CA 170;Current Transformer;PLN_OPERASI
TRS000000000793124;GI 150KV RAJAPAKSI;SCHNEIDER;M-366;11351454854800000156;6ab3ed82-6d7e-4a14-a9f1-dc186d6dff52;TRF#2 150/22KV;RST;OIL FILLED WITH CONSEVATOR;Power Transformer;PLN_OPERASI
TRS000000000793215;GI 150KV RAJAPAKSI;CG PAUWELS;3011150080;11351454854800000155;2e3fca1f-1bab-4f2b-8887-e73c432cee83;TRF#1 150/20KV;RST;ORF.60/275;Power Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;ALSTHOM;112299;13351454854800000106;fa8fe9dd-833f-40b1-ae47-59e6a9002cbb;TRF#1 150/20KV;T;OSKF-170;Current Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;ALSTHOM;112297;13351454854800000104;c5492904-eb4c-40bb-a108-39ef2fb7ba07;TRF#1 150/20KV;R;OSKF-170;Current Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;ALSTHOM;112298;13351454854800000105;a9fc7b66-6fc8-4830-a537-acec1d9b6a2f;TRF#1 150/20KV;S;OSKF-170;Current Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;AREVA;8126-60-2031006/9;14351454854800000001;3da280c7-95cb-4ad9-8e3b-60adc8300ccb;TRF#1 150/20KV;RST;GL313F1;Circuit Breaker;PLN_OPERASI
-;GI 150KV RAJAPAKSI;ALSTHOM;1207F3617;13351454854800000102;8354ec4a-76e3-4366-8e32-ed545d27404e;PHT 150KV GANDAMEKAR#2;S;OSKF-170;Current Transformer;PLN_OPERASI
-;GI 150KV RAJAPAKSI;ALSTHOM;1207F3616;13351454854800000101;bf8ad04b-29fb-4e69-99cc-6e8996c3dbc5;PHT 150KV GANDAMEKAR#2;R;OSKF-170;Current Transformer;PLN_OPERASI
